os_name,os_version,ip_checksum,ip_df,ip_hdr_length,ip_id,ip_mf,ip_off,ip_protocol,ip_rf,ip_tos,ip_total_length,ip_ttl,ip_version,tcp_ack,tcp_checksum,tcp_flags,tcp_header_length,tcp_mss,tcp_off,tcp_options,tcp_seq,tcp_timestamp,tcp_timestamp_echo_reply,tcp_urp,tcp_window_scaling,tcp_window_size
Android,11,62632,1,5,50697,0,16384,6,0,0,60,55,4,0,7457,2,20,1420,10,"M1420,S,T,N,W9,",2857243666,78295222,0,0,9,65535
Android,11,38826,1,5,8968,0,16384,6,0,0,60,55,4,0,8849,2,20,1420,10,"M1420,S,T,N,W9,",998190079,78302048,0,0,9,65535
Android,9,31763,1,5,36073,0,16384,6,0,0,60,44,4,0,40021,2,20,1460,10,"M1460,S,T,N,W8,",173058940,17115029,0,0,8,65535
Windows,10,44755,1,5,49723,0,16384,6,0,0,52,56,4,0,27169,2,20,1452,8,"M1452,N,W8,N,N,S,",71254394,,,0,8,64240
Android,10,64594,1,5,34661,0,16384,6,0,0,60,47,4,0,53471,2,20,1400,10,"M1400,S,T,N,W8,",1832874805,6485072,0,0,8,65535
Windows,10,41029,0,5,7415,0,0,6,0,0,52,239,4,0,53975,2,20,1400,8,"M1400,N,W4,S,E,E,",2123350804,,,0,4,4200
Android,11,63371,1,5,7673,0,16384,6,0,0,60,51,4,0,36301,2,20,1400,10,"M1400,S,T,N,W10,",2767501159,8801282,0,0,10,65535
Windows,10,23365,0,5,58582,0,0,6,0,0,52,118,4,0,60893,2,20,1460,8,"M1460,N,W8,N,N,S,",3236022293,,,0,8,64240
Windows,10,24649,1,5,44499,0,16384,6,0,0,52,117,4,0,55970,2,20,1420,8,"M1420,N,W8,N,N,S,",1752194033,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Android,10,15355,1,5,37967,0,16384,6,0,0,60,51,4,0,63892,2,20,1412,10,"M1412,S,T,N,W8,",3301504186,554518962,0,0,8,65535
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Android,10,44625,1,5,35112,0,16384,6,0,0,60,46,4,0,8515,2,20,1460,10,"M1460,S,T,N,W9,",2818977560,949352763,0,0,9,65535
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
iOS,16.3,23578,1,5,0,0,16384,6,0,0,64,43,4,0,3337,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",2365542910,532226025,0,0,6,65535
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
iOS,16.3,23578,1,5,0,0,16384,6,0,0,64,43,4,0,11780,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",1537129435,676249057,0,0,6,65535
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Windows,10,45307,1,5,49171,0,16384,6,0,0,52,56,4,0,23027,2,20,1452,8,"M1452,N,W8,N,N,S,",723725194,,,0,8,64240
Android,9,23639,1,5,43429,0,16384,6,0,0,60,47,4,0,55994,2,20,1460,10,"M1460,S,T,N,W8,",4108003813,17072192,0,0,8,65535
Android,10,48967,1,5,30770,0,16384,6,0,0,60,46,4,0,35659,2,20,1460,10,"M1460,S,T,N,W9,",2677071023,949348732,0,0,9,65535
Android,7.1.2,59986,1,5,4786,0,16384,6,0,136,60,49,4,0,44893,2,20,1400,10,"M1400,S,T,N,W8,",1911595337,34649083,0,0,8,65535
Android,11,32875,1,5,53576,0,16384,6,0,0,60,48,4,0,5022,2,20,1412,10,"M1412,S,T,N,W8,",1924765355,727544983,0,0,8,65535
Android,11,32875,1,5,53576,0,16384,6,0,0,60,48,4,0,5022,2,20,1412,10,"M1412,S,T,N,W8,",1924765355,727544983,0,0,8,65535
Android,11,49726,1,5,36725,0,16384,6,0,0,60,48,4,0,15426,2,20,1412,10,"M1412,S,T,N,W8,",3932495328,727534882,0,0,8,65535
Android,11,32875,1,5,53576,0,16384,6,0,0,60,48,4,0,5022,2,20,1412,10,"M1412,S,T,N,W8,",1924765355,727544983,0,0,8,65535
Android,10,21482,1,5,32759,0,16384,6,0,0,60,44,4,0,43382,2,20,1460,10,"M1460,S,T,N,W8,",3932199042,12838773,0,0,8,65535
Android,7.1.2,59986,1,5,4786,0,16384,6,0,136,60,49,4,0,44893,2,20,1400,10,"M1400,S,T,N,W8,",1911595337,34649083,0,0,8,65535
Android,10,21482,1,5,32759,0,16384,6,0,0,60,44,4,0,43382,2,20,1460,10,"M1460,S,T,N,W8,",3932199042,12838773,0,0,8,65535
Windows,10,12546,1,5,17478,0,16384,6,0,0,52,247,4,0,10692,2,20,1460,8,"M1460,N,W8,N,N,S,",604259986,,,0,8,64240
Android,10,21482,1,5,32759,0,16384,6,0,0,60,44,4,0,43382,2,20,1460,10,"M1460,S,T,N,W8,",3932199042,12838773,0,0,8,65535
Android,10,21482,1,5,32759,0,16384,6,0,0,60,44,4,0,43382,2,20,1460,10,"M1460,S,T,N,W8,",3932199042,12838773,0,0,8,65535
Windows,10,41238,1,5,60696,0,16384,6,0,0,52,116,4,0,49170,2,20,1412,8,"M1412,N,W8,N,N,S,",3764511682,,,0,8,64240
Android,9,10555,1,5,43226,0,16384,6,0,0,60,49,4,0,1256,2,20,1400,10,"M1400,S,T,N,W9,",2095318328,7974370,0,0,9,65535
Android,10,43969,1,5,21643,0,16384,6,0,0,60,47,4,0,8398,2,20,1380,10,"M1380,S,N,N,N,N,N,N,N,N,N,N,N,W8,",3337120040,,,0,8,65535
Android,12,5255,1,5,55313,0,16384,6,0,104,60,52,4,0,31898,2,20,1460,10,"M1460,S,T,N,W12,",1207758136,2912329222,0,0,12,65535
Android,10,21482,1,5,32759,0,16384,6,0,0,60,44,4,0,43382,2,20,1460,10,"M1460,S,T,N,W8,",3932199042,12838773,0,0,8,65535
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,44783,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",669371090,44167384,0,0,6,65535
Android,10,34062,1,5,20179,0,16384,6,0,0,60,44,4,0,29594,2,20,1460,10,"M1460,S,T,N,W8,",778934552,12834763,0,0,8,65535
Android,11,16774,1,5,61440,0,16384,6,0,0,60,54,4,0,32762,2,20,1452,10,"M1452,S,T,N,W8,",10157646,1698677503,0,0,8,65535
Windows,10,41263,1,5,60671,0,16384,6,0,0,52,116,4,0,48408,2,20,1412,8,"M1412,N,W8,N,N,S,",1969901765,,,0,8,64240
Windows,10,46306,1,5,9733,0,16384,6,0,0,52,115,4,0,7494,2,20,1460,8,"M1460,N,W8,N,N,S,",156914460,,,0,8,64240
Android,10,37598,1,5,18494,0,16384,6,0,0,60,56,4,0,62635,2,20,1460,10,"M1460,S,T,N,W8,",2789902164,3659757835,0,0,8,65535
Android,11,62943,1,5,56117,0,16384,6,0,0,60,50,4,0,21123,2,20,1400,10,"M1400,S,T,N,W8,",1434238389,1929471248,0,0,8,65535
Android,11,37229,1,5,16528,0,16384,6,0,24,60,49,4,0,4071,2,20,1400,10,"M1400,S,T,N,W8,",3638397135,1929468257,0,0,8,65535
Windows,10,2946,1,5,48238,0,16384,6,0,0,52,50,4,0,7540,2,20,1452,8,"M1452,N,W8,N,N,S,",4142549140,,,0,8,64240
iOS,16.3,23578,1,5,0,0,16384,6,0,0,64,43,4,0,23715,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",2177691361,3437531622,0,0,6,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,52707,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",3200266478,2589731879,0,0,6,65535
Windows,10,18973,1,5,64613,0,16384,6,0,0,52,111,4,0,62499,2,20,1440,8,"M1440,N,W8,N,N,S,",2145220357,,,0,8,64240
Android,10,22259,1,5,43987,0,16384,6,0,0,60,50,4,0,23155,2,20,1400,10,"M1400,S,T,N,W8,",3006113580,71372031,0,0,8,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,12427,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",2689940354,2514740235,0,0,6,65535
Android,10,38651,1,5,27595,0,16384,6,0,0,60,50,4,0,56479,2,20,1400,10,"M1400,S,T,N,W8,",1497398162,71372889,0,0,8,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,41055,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",326550139,1207945622,0,0,6,65535
Windows,10,23073,1,5,16019,0,16384,6,0,0,52,115,4,0,19442,2,20,1452,8,"M1452,N,W2,N,N,S,",1092982728,,,0,2,8192
Windows,10,8550,1,5,52167,0,16384,6,0,0,52,115,4,0,33231,2,20,1460,8,"M1460,N,W8,N,N,S,",3846776530,,,0,8,64240
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,31145,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",4172402024,2235613826,0,0,6,65535
Windows,10,22858,1,5,16234,0,16384,6,0,0,52,115,4,0,15817,2,20,1452,8,"M1452,N,W2,N,N,S,",1464764893,,,0,2,8192
Windows,10,23801,1,5,15291,0,16384,6,0,0,52,115,4,0,24095,2,20,1452,8,"M1452,N,W2,N,N,S,",4144810187,,,0,2,8192
Windows,10,24153,1,5,14939,0,16384,6,0,0,52,115,4,0,55366,2,20,1452,8,"M1452,N,W2,N,N,S,",1490613203,,,0,2,8192
Windows,10,23801,1,5,15291,0,16384,6,0,0,52,115,4,0,24095,2,20,1452,8,"M1452,N,W2,N,N,S,",4144810187,,,0,2,8192
Windows,10,23295,1,5,15797,0,16384,6,0,0,52,115,4,0,16260,2,20,1452,8,"M1452,N,W2,N,N,S,",629259183,,,0,2,8192
Windows,10,24190,1,5,14902,0,16384,6,0,0,52,115,4,0,16738,2,20,1452,8,"M1452,N,W2,N,N,S,",3525447277,,,0,2,8192
Windows,10,60762,1,5,34715,0,16384,6,0,0,52,120,4,0,9554,2,20,1460,8,"M1460,N,W8,N,N,S,",479703107,,,0,8,64240
Windows,10,60816,1,5,34661,0,16384,6,0,0,52,120,4,0,7147,2,20,1460,8,"M1460,N,W8,N,N,S,",3190495258,,,0,8,64240
Windows,10,24153,1,5,14939,0,16384,6,0,0,52,115,4,0,55366,2,20,1452,8,"M1452,N,W2,N,N,S,",1490613203,,,0,2,8192
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,48351,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",4186069049,2268987266,0,0,6,65535
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,7032,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",1394476273,1133895224,0,0,6,65535
Windows,10,60845,1,5,34632,0,16384,6,0,0,52,120,4,0,22519,2,20,1460,8,"M1460,N,W8,N,N,S,",3704339824,,,0,8,64240
Windows,10,24901,1,5,14191,0,16384,6,0,0,52,115,4,0,47775,2,20,1452,8,"M1452,N,W2,N,N,S,",2819735932,,,0,2,8192
Windows,10,60936,1,5,34541,0,16384,6,0,0,52,120,4,0,36901,2,20,1460,8,"M1460,N,W8,N,N,S,",293097660,,,0,8,64240
Windows,10,24547,1,5,14545,0,16384,6,0,0,52,115,4,0,63991,2,20,1452,8,"M1452,N,W2,N,N,S,",3950525828,,,0,2,8192
Windows,10,24595,1,5,14497,0,16384,6,0,0,52,115,4,0,39579,2,20,1452,8,"M1452,N,W2,N,N,S,",2013860301,,,0,2,8192
Windows,10,43273,1,5,8526,0,16384,6,0,0,52,115,4,0,42676,2,20,1452,8,"M1452,N,W8,N,N,S,",2663716030,,,0,8,64240
Android,10,2131,1,5,51466,0,16384,6,0,16,52,44,4,0,37328,2,20,1392,8,"M1392,S,N,N,N,W9,",1570466846,,,0,9,65535
Linux,x86_64,2131,1,5,51466,0,16384,6,0,16,52,44,4,0,37328,2,20,1392,8,"M1392,S,N,N,N,W9,",1570466846,,,0,9,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,44212,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",574079099,4037937816,0,0,6,65535
Android,10,62383,1,5,56253,0,16384,6,0,0,52,46,4,0,20854,2,20,1392,8,"M1392,S,N,N,N,W9,",962034202,,,0,9,65535
Windows,10,41323,1,5,60611,0,16384,6,0,0,52,116,4,0,53509,2,20,1412,8,"M1412,N,W8,N,N,S,",294297736,,,0,8,64240
Windows,10,15305,1,5,20636,0,16384,6,0,0,52,118,4,0,51897,2,20,1460,8,"M1460,N,W8,N,N,S,",1648429456,,,0,8,64240
Windows,10,21892,1,5,27600,0,16384,6,0,0,52,113,4,0,39321,2,20,1420,8,"M1420,N,W8,N,N,S,",2241140672,,,0,8,64240
Windows,10,46988,1,5,19433,0,16384,6,0,0,52,44,4,0,59819,2,20,1220,8,"M1220,N,W8,N,N,S,",580325042,,,0,8,65280
Android,10,1869,1,5,51232,0,16384,6,0,0,52,46,4,0,39457,2,20,1392,8,"M1392,S,N,N,N,W9,",3885714756,,,0,9,65535
Android,11,31193,1,5,34192,0,16384,6,0,0,60,47,4,0,7342,2,20,1460,10,"M1460,S,T,N,W8,",2053143586,1095246300,0,0,8,65535
Windows,10,41496,1,5,60438,0,16384,6,0,0,52,116,4,0,3910,2,20,1412,8,"M1412,N,W8,N,N,S,",2986328763,,,0,8,64240
Windows,10,41473,1,5,60461,0,16384,6,0,0,52,116,4,0,5927,2,20,1412,8,"M1412,N,W8,N,N,S,",839399880,,,0,8,64240
Windows,10,41393,1,5,60541,0,16384,6,0,0,52,116,4,0,37982,2,20,1412,8,"M1412,N,W8,N,N,S,",790413252,,,0,8,64240
Android,10,46129,1,5,7212,0,16384,6,0,16,52,45,4,0,1831,2,20,1392,8,"M1392,S,N,N,N,W9,",3665962173,,,0,9,65535
Windows,10,33132,1,5,32402,0,16384,6,0,0,52,113,4,0,37521,2,20,1412,8,"M1412,N,W8,N,N,S,",1811710805,,,0,8,8192
Android,10,8061,1,5,33459,0,16384,6,0,40,60,44,4,0,35000,2,20,1380,10,"M1380,S,T,N,W8,",3404540682,14134539,0,0,8,65535
Mac OS,10.15.7,55014,1,5,0,0,16384,6,0,0,64,52,4,0,16993,194,20,1440,11,"M1440,N,W6,N,N,T,S,E,E,",941067358,722640251,0,0,6,65535
Android,10,34205,1,5,19392,0,16384,6,0,16,52,44,4,0,34555,2,20,1392,8,"M1392,S,N,N,N,W9,",1058120386,,,0,9,65535
Windows,10,41568,1,5,60366,0,16384,6,0,0,52,116,4,0,57343,2,20,1412,8,"M1412,N,W8,N,N,S,",3771777856,,,0,8,64240
Mac OS,10.15.7,32399,1,5,0,0,16384,6,0,0,64,51,4,0,24082,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",756728206,1339267075,0,0,6,65535
Windows,10,21956,1,5,27536,0,16384,6,0,0,52,113,4,0,51708,2,20,1420,8,"M1420,N,W8,N,N,S,",3705049219,,,0,8,64240
Android,12,53749,1,5,11351,0,16384,6,0,0,60,47,4,0,22913,2,20,1300,10,"M1300,S,T,N,W8,",385961623,3725005519,0,0,8,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,37657,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",3840123876,4078077720,0,0,6,65535
Android,10,51560,1,5,52868,0,16384,6,0,104,60,55,4,0,2088,2,20,1400,10,"M1400,S,T,N,W8,",3923664366,301112167,0,0,8,65535
Android,12,16380,1,5,9604,0,16384,6,0,0,60,55,4,0,16931,2,20,1452,10,"M1452,S,T,N,W8,",803642941,3342335890,0,0,8,65535
Windows,10,22089,1,5,27403,0,16384,6,0,0,52,113,4,0,58772,2,20,1420,8,"M1420,N,W8,N,N,S,",3437135300,,,0,8,64240
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,37845,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",2360720340,3278305073,0,0,6,65535
iOS,15.5,62436,1,5,0,0,16384,6,0,104,64,55,4,0,47293,2,20,1300,11,"M1300,N,W5,N,N,T,S,E,E,",4115484278,861769472,0,0,5,65535
Windows,10,22210,1,5,27282,0,16384,6,0,0,52,113,4,0,17663,2,20,1420,8,"M1420,N,W8,N,N,S,",3837464214,,,0,8,64240
iOS,15.5,62436,1,5,0,0,16384,6,0,104,64,55,4,0,64562,2,20,1300,11,"M1300,N,W5,N,N,T,S,E,E,",644065587,3991864609,0,0,5,65535
Windows,10,22036,1,5,27456,0,16384,6,0,0,52,113,4,0,3553,2,20,1420,8,"M1420,N,W8,N,N,S,",1383389143,,,0,8,64240
Windows,10,22321,1,5,27171,0,16384,6,0,0,52,113,4,0,14830,2,20,1420,8,"M1420,N,W8,N,N,S,",4027715287,,,0,8,64240
Windows,10,22156,1,5,27336,0,16384,6,0,0,52,113,4,0,7616,2,20,1420,8,"M1420,N,W8,N,N,S,",1833217345,,,0,8,64240
iOS,16.3.1,62729,1,5,0,0,16384,6,0,0,64,51,4,0,14089,194,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",3994317900,1030507122,0,0,6,65535
iOS,16.3,27360,0,5,0,0,0,6,0,0,64,50,4,0,13595,2,20,1360,11,"M1360,N,W6,N,N,T,S,E,E,",3452237869,1848561695,0,0,6,65535
Linux,x86_64,30180,1,5,54383,0,16384,6,0,0,60,56,4,0,13912,2,20,1440,10,"M1440,S,T,N,W7,",1758108384,2673322512,0,0,7,64240
Android,10,49174,1,5,28348,0,16384,6,0,40,60,57,4,0,29397,2,20,1440,10,"M1440,S,T,N,W8,",465393981,105133953,0,0,8,65535
Windows,10,22391,1,5,27101,0,16384,6,0,0,52,113,4,0,49527,2,20,1420,8,"M1420,N,W8,N,N,S,",2383341971,,,0,8,64240
Android,10,5870,1,5,6117,0,16384,6,0,40,60,57,4,0,4283,2,20,1440,10,"M1440,S,T,N,W8,",3074433956,105133121,0,0,8,65535
Android,10,2118,1,5,8828,0,16384,6,0,0,60,53,4,0,51898,2,20,1436,10,"M1436,S,T,N,W8,",857411255,137374923,0,0,8,65535
Android,10,2271,1,5,8675,0,16384,6,0,0,60,53,4,0,6553,2,20,1436,10,"M1436,S,T,N,W8,",777085188,137380071,0,0,8,65535
Android,8.1.0,52654,1,5,11909,0,16384,6,0,0,60,47,4,0,28404,2,20,1380,10,"M1380,S,N,N,N,N,N,N,N,N,N,N,N,W8,",2594728282,,,0,8,65535
Android,11,45483,1,5,64907,0,16384,6,0,0,60,54,4,0,16623,2,20,1380,10,"M1380,S,T,N,W8,",59847319,2121961490,0,0,8,65535
Android,8.1.0,52654,1,5,11909,0,16384,6,0,0,60,47,4,0,28404,2,20,1380,10,"M1380,S,N,N,N,N,N,N,N,N,N,N,N,W8,",2594728282,,,0,8,65535
Android,11,45483,1,5,64907,0,16384,6,0,0,60,54,4,0,16623,2,20,1380,10,"M1380,S,T,N,W8,",59847319,2121961490,0,0,8,65535
Android,11,45483,1,5,64907,0,16384,6,0,0,60,54,4,0,16623,2,20,1380,10,"M1380,S,T,N,W8,",59847319,2121961490,0,0,8,65535
Android,8.1.0,58455,1,5,6108,0,16384,6,0,0,60,47,4,0,37404,2,20,1380,10,"M1380,S,N,N,N,N,N,N,N,N,N,N,N,W8,",2390512126,,,0,8,65535
iOS,16.3,23578,1,5,0,0,16384,6,0,0,64,43,4,0,41386,2,20,1412,11,"M1412,N,W6,N,N,T,S,E,E,",3423938684,79008263,0,0,6,65535
Android,11,63209,1,5,47181,0,16384,6,0,0,60,54,4,0,63932,2,20,1380,10,"M1380,S,T,N,W8,",1289488176,2121957838,0,0,8,65535
Android,7.0,17718,1,5,35429,0,16384,6,0,104,60,45,4,0,34562,2,20,1400,10,"M1400,S,N,N,N,N,N,N,N,N,N,N,N,W8,",2859197144,,,0,8,65535
Android,7.0,52792,1,5,355,0,16384,6,0,104,60,45,4,0,31995,2,20,1400,10,"M1400,S,N,N,N,N,N,N,N,N,N,N,N,W8,",1639343826,,,0,8,65535
Android,10,57367,1,5,64260,0,16384,6,0,0,60,56,4,0,29935,2,20,1460,10,"M1460,S,T,N,W8,",885946720,3658775177,0,0,8,65535
Windows,10,21155,1,5,26387,0,16384,6,0,0,52,116,4,0,43197,2,20,1460,8,"M1460,N,W8,N,N,S,",453212358,,,0,8,64240
Windows,10,21072,1,5,26470,0,16384,6,0,0,52,116,4,0,5600,2,20,1460,8,"M1460,N,W8,N,N,S,",2298453343,,,0,8,64240
Android,12,34544,1,5,8673,0,16384,6,0,0,60,55,4,0,53274,2,20,1452,10,"M1452,S,T,N,W10,",1826784797,567074987,0,0,10,65535
Android,12,2884,1,5,40333,0,16384,6,0,0,60,55,4,0,32695,2,20,1452,10,"M1452,S,T,N,W10,",367607360,567070705,0,0,10,65535
Android,12,34544,1,5,8673,0,16384,6,0,0,60,55,4,0,53274,2,20,1452,10,"M1452,S,T,N,W10,",1826784797,567074987,0,0,10,65535
Windows,10,40454,1,5,17520,0,16384,6,0,0,52,118,4,0,12323,2,20,1452,8,"M1452,N,W8,N,N,S,",2264380135,,,0,8,64240
Android,11,49823,1,5,29095,0,16384,6,0,0,60,45,4,0,32509,2,20,1460,10,"M1460,S,T,N,W8,",2766675362,1541599589,0,0,8,65535
Android,12,48409,1,5,7491,0,16384,6,0,0,60,51,4,0,35658,2,20,1400,10,"M1400,S,T,N,W9,",1673148916,3431214156,0,0,9,65535
Android,11,11720,1,5,27308,0,16384,6,0,32,60,56,4,0,29474,2,20,1400,10,"M1400,S,T,N,W8,",3227850978,3154115853,0,0,8,65535
Windows,10,17823,1,5,46381,0,16384,6,0,32,52,116,4,0,52386,2,20,1440,8,"M1440,N,W8,N,N,S,",2105097574,,,0,8,64240
Windows,10,42519,1,5,10581,0,16384,6,0,0,52,115,4,0,65219,2,20,1460,8,"M1460,N,W8,N,N,S,",2047277842,,,0,8,64240
Windows,10,17823,1,5,46381,0,16384,6,0,32,52,116,4,0,52386,2,20,1440,8,"M1440,N,W8,N,N,S,",2105097574,,,0,8,64240
Windows,10,21336,1,5,26206,0,16384,6,0,0,52,116,4,0,60458,2,20,1460,8,"M1460,N,W8,N,N,S,",1394016614,,,0,8,64240
Windows,10,21258,1,5,26284,0,16384,6,0,0,52,116,4,0,18756,2,20,1460,8,"M1460,N,W8,N,N,S,",658689991,,,0,8,64240
Windows,10,33221,1,5,32313,0,16384,6,0,0,52,113,4,0,2795,2,20,1412,8,"M1412,N,W8,N,N,S,",214854193,,,0,8,8192
Android,10,48784,1,5,27412,0,16384,6,0,72,60,52,4,0,22757,2,20,1380,10,"M1380,S,T,N,W8,",2776836413,3428581449,0,0,8,65535
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,8089,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",2683768931,2471703253,0,0,6,65535
Android,11,12272,1,5,10389,0,16384,6,0,56,60,52,4,0,6411,2,20,1400,10,"M1400,S,N,N,N,N,N,N,N,N,N,N,N,W10,",3361817217,,,0,10,65535
Windows,10,55658,1,5,16491,0,16384,6,0,0,52,121,4,0,44727,2,20,1412,8,"M1412,N,W8,N,N,S,",3456090885,,,0,8,64240
Android,11,58338,1,5,29858,0,16384,6,0,56,60,52,4,0,26609,2,20,1400,10,"M1400,S,N,N,N,N,N,N,N,N,N,N,N,W10,",3006859399,,,0,10,65535
Windows,10,21447,1,5,41109,0,16384,6,0,0,52,112,4,0,28880,2,20,1460,8,"M1460,N,W8,N,N,S,",2938985615,,,0,8,64240
Android,11,40405,1,5,47791,0,16384,6,0,56,60,52,4,0,26026,2,20,1400,10,"M1400,S,N,N,N,N,N,N,N,N,N,N,N,W10,",2873889587,,,0,10,65535
Windows,10,17683,1,5,46265,0,16384,6,0,32,52,117,4,0,33341,2,20,1440,8,"M1440,N,W8,N,N,S,",3090304912,,,0,8,64240
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,20730,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",690679485,2661125794,0,0,6,65535
Mac OS,10.15.7,26410,1,5,0,0,16384,6,0,0,64,55,4,0,31814,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",1414353723,4088823448,0,0,6,65535
Windows,10,21365,1,5,41191,0,16384,6,0,0,52,112,4,0,14949,2,20,1460,8,"M1460,N,W8,N,N,S,",2673713549,,,0,8,64240
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,34312,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",946161225,2282481566,0,0,6,65535
Linux,x86_64,11876,1,5,18858,0,16384,6,0,0,60,53,4,0,9038,2,20,1355,10,"M1355,S,T,N,W7,",2516959521,2386856398,0,0,7,64240
Windows,10,21391,1,5,41165,0,16384,6,0,0,52,112,4,0,31884,2,20,1460,8,"M1460,N,W8,N,N,S,",3067299857,,,0,8,64240
Android,10,11559,1,5,25483,0,16384,6,0,0,60,51,4,0,16822,2,20,1452,10,"M1452,S,T,N,W8,",3193190512,330783739,0,0,8,65535
Android,10,11559,1,5,25483,0,16384,6,0,0,60,51,4,0,16822,2,20,1452,10,"M1452,S,T,N,W8,",3193190512,330783739,0,0,8,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,60657,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",574380983,2468706541,0,0,6,65535
Android,10,11559,1,5,25483,0,16384,6,0,0,60,51,4,0,16822,2,20,1452,10,"M1452,S,T,N,W8,",3193190512,330783739,0,0,8,65535
Android,10,39519,1,5,63058,0,16384,6,0,0,60,51,4,0,51001,2,20,1452,10,"M1452,S,T,N,W8,",3552682401,330782707,0,0,8,65535
Mac OS,10.15.7,28575,1,5,0,0,16384,6,0,0,64,52,4,0,54678,2,20,1460,11,"M1460,N,W6,N,N,T,S,E,E,",3480648762,1064703669,0,0,6,65535
Linux,x86_64,3897,1,5,13535,0,16384,6,0,0,60,53,4,0,62614,2,20,1400,10,"M1400,S,T,N,W7,",3696574469,3834030118,0,0,7,64240
Windows,10,21542,1,5,41014,0,16384,6,0,0,52,112,4,0,35008,2,20,1460,8,"M1460,N,W8,N,N,S,",1858832153,,,0,8,64240
Windows,10,21542,1,5,41014,0,16384,6,0,0,52,112,4,0,35008,2,20,1460,8,"M1460,N,W8,N,N,S,",1858832153,,,0,8,64240
